加权排名,原始排名,排名变化,Twitter用户名,显示名称,加权总分,原始总分,分数增幅%,出现次数,平均排名,最高排名,最低排名,官方认证,蓝V认证,粉丝数,相关产品列表
2295,2316,21,Presidentlin,Lincoln 🇿🇦,3.78,2.27,66.42,2,456.0,415,497,✓,,2044,"Gemini 2.0 Flash, Gemini 2.5"
2296,2267,-29,Ikarawirgalvus,꧁🦋 Ikara 🦋꧂,3.78,2.57,46.83,1,366.0,366,366,,,1292,Manus
2297,2308,11,swizzlesteve,ThetaSteve,3.77,2.31,63.48,1,377.0,377,377,,,2163,Gemini 2.5
2298,2315,17,clcoding,Python Coding,3.76,2.28,64.87,1,378.0,378,378,✓,,596892,Claude 4
2299,2270,-29,Arattai,Arattai,3.74,2.55,46.83,1,367.0,367,367,✓,,41264,Manus
2300,2340,40,k_matsumaru,松丸 彗吾(Keigo Matsumaru),3.72,2.15,73.10,1,384.0,384,384,✓,,30656,Gemini 2.0 Flash
2301,2326,25,Coconutsmoll,coco,3.71,2.24,65.69,1,380.0,380,380,,,157,Sora 2
2302,2321,19,mave99a,Robert Mao,3.69,2.26,63.48,1,379.0,379,379,✓,,14289,Gemini 2.5
2303,2290,-13,dieaud91,Diego Aud,3.68,2.40,53.49,1,373.0,373,373,✓,,368,GPT-4.5
2304,2318,14,NubiaArizaga,Nubia 🐇,3.67,2.26,62.36,1,379.0,379,379,,,7181,Veo 2
2305,2276,-29,RyanMatthews95,Ryan Matthews,3.67,2.50,46.83,1,369.0,369,369,,,702,Manus
2306,2338,32,hAru_mAki_ch,Maki@Sunwood AI Labs.,3.66,2.17,68.73,2,454.0,436,472,✓,,10514,"Gemini 2.0 Flash, Sora 2"
2307,2325,18,Mr_AllenT,Allen T.,3.66,2.24,63.48,1,380.0,380,380,✓,,27695,Gemini 2.5
2308,2280,-28,dont_wallynoue,// motoki ｜ Content Producer,3.65,2.45,49.07,1,371.0,371,371,✓,,3918,Stable Diffusion 3
2309,2348,39,pan_soramame_da,おまっめ🐱,3.65,2.11,73.10,1,386.0,386,386,✓,,1315,Gemini 2.0 Flash
2310,2327,17,_arcfish,鈴木雅,3.63,2.22,63.48,2,452.0,432,472,✓,,624,"Gemini 2.5, Gemini 2.5"
2311,2298,-13,fuyunocafe,후유노冬乃❄️☕️,3.61,2.35,53.49,1,375.0,375,375,,,1305,GPT-4.5
2312,2293,-19,RickSouza,Ricardo S,3.61,2.38,51.77,1,374.0,374,374,✓,,111421,Cursor
2313,2333,20,_overment,Adam,3.58,2.19,63.48,1,382.0,382,382,✓,,3624,Gemini 2.5
2314,2279,-35,Schuldensuehner,Holger Zschaepitz,3.58,2.45,46.32,1,371.0,371,371,✓,,357834,GPT-4
2315,2331,16,annotakahiro24,安野たかひろスタッフ＠新党・チームみらい【公式】,3.56,2.19,62.36,1,382.0,382,382,✓,,46118,Veo 2
2316,2337,21,senb0n22a,erosYume,3.55,2.17,63.48,1,383.0,383,383,✓,,134,Gemini 2.5
2317,2295,-22,0rdlibrary,8Bit❓,3.54,2.38,49.07,1,374.0,374,374,✓,,21132,Stable Diffusion 3
2318,2361,43,sog_on_bird_app,MrDee@SOG🫡,3.54,2.04,73.10,1,389.0,389,389,✓,,1595,Gemini 2.0 Flash
2319,2300,-19,adamdangelo,Adam D'Angelo,3.53,2.33,51.77,1,376.0,376,376,✓,,112985,Cursor
2320,2273,-47,BleepinComputer,BleepingComputer,3.52,2.52,39.48,1,368.0,368,368,✓,,241271,GitHub Copilot
2321,2369,48,PcotNullpo,ぬるっぽ,3.50,2.02,73.10,1,390.0,390,390,,,3372,Gemini 2.0 Flash
2322,2304,-18,heathercampbell,Heather Anne Campbell,3.50,2.31,51.77,1,377.0,377,377,,,46782,Cursor
2323,2294,-29,emilychangtv,Emily Chang,3.48,2.38,46.32,1,374.0,374,374,✓,,207142,GPT-4
2324,2301,-23,lolaladel82,ⓁⓄⓁⒶ💜ⓁⒶⒹⒺⓁ,3.47,2.33,49.07,1,376.0,376,376,✓,,3276,Stable Diffusion 3
2325,2374,49,cevik_yenal,FriedTomato.eth⚔️(3/3),3.47,2.00,73.10,1,391.0,391,391,✓,,1089,Gemini 2.0 Flash
2326,2319,-7,pigeon__s,ρ:ɡeσn,3.47,2.26,53.49,1,379.0,379,379,,,259,GPT-4.5
2327,2311,-16,victorianoi,Victoriano Izquierdo,3.46,2.28,51.77,1,378.0,378,378,✓,,28952,Cursor
2328,2354,26,Vince2000_,Vincent Zhan,3.46,2.09,65.69,1,387.0,387,387,✓,,961,Sora 2
2329,2343,14,Maziiiarkrm,Maziar,3.45,2.13,62.36,1,385.0,385,385,✓,,22784,Veo 2
2330,2299,-31,BillSun_AI,Bill Sun,3.45,2.35,46.83,1,375.0,375,375,✓,,18728,Manus
2331,2353,22,details_with_ai,Rasel Hosen,3.44,2.09,64.87,1,387.0,387,387,✓,,71930,Claude 4
2332,2305,-27,josephinePqt1,Josephine Parquet,3.44,2.31,49.07,1,377.0,377,377,,,194,Stable Diffusion 3
2333,2360,27,KingpickIe,KingPickle 🦛,3.42,2.07,65.69,1,388.0,388,388,✓,,10897,Sora 2
2334,2352,18,cannn064,can,3.41,2.09,63.48,1,387.0,387,387,,,950,Gemini 2.5
2335,2359,24,orgohq,Orgo,3.40,2.07,64.87,1,388.0,388,388,✓,,1800,Claude 4
2336,2313,-23,itom0717,itom,3.40,2.28,49.07,1,378.0,378,378,✓,,4629,Stable Diffusion 3
2337,2339,2,VentureBeat,VentureBeat,3.40,2.15,57.78,2,456.0,432,480,✓,,705050,"GPT-4, Claude 4"
2338,2365,27,ElloSunsh1ne,𝐸𝓁𝓁𝑜𝒮𝓊𝓃𝓈𝒽𝒾𝓃𝑒☀️,3.39,2.04,65.85,1,389.0,389,389,✓,,278,GPT-5
2339,2366,27,love_ken_shocho,ラブ研所長,3.39,2.04,65.69,1,389.0,389,389,✓,,3536,Sora 2
2340,2307,-33,AbiVVanKenabi,Abi Wan Kenan Abi,3.38,2.31,46.83,1,377.0,377,377,,,2673,Manus
2341,2358,17,charles48011843,Charles💤🎶,3.38,2.07,63.48,1,388.0,388,388,✓,,136127,Gemini 2.5
2342,2371,29,TrenchScan,trenchscan,3.35,2.02,65.69,1,390.0,390,390,✓,,24533,Sora 2
2343,2356,13,SOYHERCULANO,Luis,3.35,2.07,62.36,1,388.0,388,388,,,1062,Veo 2
2344,2314,-30,IDPollution,🔥🔪IdentityPollution🖋🔥 {Animate Philly 721},3.35,2.28,46.83,1,378.0,378,378,,,16393,Manus
2345,2334,-11,kawai_design,KAWAI,3.34,2.18,53.51,2,453.0,439,467,✓,,22160,"Veo 2, Manus"
2346,2364,18,0xDejun,Dejun | 德君,3.34,2.04,63.48,1,389.0,389,389,✓,,1535,Gemini 2.5
2347,2312,-35,JFLisee,Jean-François Lisée,3.34,2.28,46.32,1,378.0,378,378,✓,,130198,GPT-4
2348,2323,-25,Peach_Yuki8088,She_Lied,3.33,2.24,49.07,1,380.0,380,380,,,16098,Stable Diffusion 3
2349,2389,40,victor_explore,Victor,3.33,1.93,73.10,1,395.0,395,395,✓,,18917,Gemini 2.0 Flash
2350,2377,27,Yahiko1239170,Yahiko,3.32,2.00,65.85,1,391.0,391,391,,,56,GPT-5
2351,2378,27,ffabbianr,Fabian,3.32,2.00,65.69,1,391.0,391,391,,,41,Sora 2
2352,2320,-32,dilanistedilan,Dilan Mazharoglu,3.32,2.26,46.83,1,379.0,379,379,,,57481,Manus
2353,2381,28,MLG_Crane,MLG Crane,3.29,1.98,65.69,1,392.0,392,392,✓,,1104,Sora 2
2354,2324,-30,0xmillysmith,MILLYSMITH - drDev ⚡,3.28,2.24,46.83,1,380.0,380,380,✓,,2606,Manus
2355,2384,29,nico202020,Nico Youtube IA,3.25,1.96,65.69,1,393.0,393,393,,,894,Sora 2
2356,2375,19,Lababanecotilla,La Babaanne 👑🇵🇸,3.25,2.00,62.36,1,391.0,391,391,,,4722,Veo 2
2357,2328,-29,liana_langa,Liāna Langa 🇱🇻 🇺🇦 🇮🇱,3.25,2.21,46.83,1,381.0,381,381,✓,,19140,Manus
2358,2383,25,samirande_,Sam ☕,3.24,1.96,64.87,1,393.0,393,393,✓,,9639,Claude 4
2359,2335,-24,aisubarasiki,素晴木あい@ AI絵師,3.24,2.17,49.07,1,383.0,383,383,✓,,591,Stable Diffusion 3
2360,2403,43,19kaushiks,Kaushik Shivakumar,3.23,1.87,73.10,1,398.0,398,398,,,3057,Gemini 2.0 Flash
2361,2349,-12,ai_depression,でぷれ｜売上直結マーケ特化型AI活用術,3.23,2.11,53.49,1,386.0,386,386,✓,,9908,GPT-4.5
2362,2386,24,maybeegreen,Maïm Garnier,3.22,1.94,65.69,1,394.0,394,394,✓,,6784,Sora 2
2363,2332,-31,ShanaMaillard,♠️♥️ Shana ⚢ ♣️♦️ || Eating Tennant's charcoal,3.22,2.19,46.83,1,382.0,382,382,,,286,Manus
2364,2329,-35,alexrkonrad,Alex Konrad,3.21,2.19,46.32,1,382.0,382,382,✓,,86586,GPT-4
2365,2346,-19,shai_wininger,Shai Wininger,3.20,2.11,51.77,1,386.0,386,386,✓,,22165,Cursor
2366,2390,24,hylarucoder,海拉鲁编程客,3.19,1.93,65.85,1,395.0,395,395,✓,,18358,GPT-5
2367,2391,24,edskoudis,edskoudis,3.19,1.93,65.69,1,395.0,395,395,✓,,61595,Sora 2
2368,2382,14,desiign_hanan,Hanan | موشن جرافيك 🇸🇦,3.19,1.96,62.36,1,393.0,393,393,,,41682,Veo 2
2369,2336,-33,Jenbas1,Jens Mogensen,3.19,2.17,46.83,1,383.0,383,383,✓,,6997,Manus
2370,2392,22,onandagpt,onanda,3.17,1.92,65.37,2,467.0,446,488,✓,,711,"Claude 4, Sora 2"
2371,2396,25,WSJ,The Wall Street Journal,3.16,1.91,65.85,1,396.0,396,396,✓,,20876613,GPT-5
2372,2341,-31,OVGNFT,Dr.OVG,3.16,2.15,46.83,1,384.0,384,384,✓,,53295,Manus
2373,2347,-26,IanCutress,𝐷𝑟. 𝐼𝑎𝑛 𝐶𝑢𝑡𝑟𝑒𝑠𝑠,3.14,2.11,49.07,1,386.0,386,386,✓,,49328,Stable Diffusion 3
2374,2414,40,Emanon_14,エマノン,3.14,1.81,73.10,1,401.0,401,401,,,1876,Gemini 2.0 Flash
2375,2362,-13,xlr8harder,xlr8harder,3.14,2.04,53.49,1,389.0,389,389,✓,,11656,GPT-4.5
2376,2355,-21,DJIGlobal,DJI,3.13,2.07,51.77,1,388.0,388,388,✓,,1345867,Cursor
2377,2344,-33,illusionkrafter,Illusion Krafter,3.12,2.13,46.83,1,385.0,385,385,✓,,5318,Manus
2378,2322,-56,kevin_scott,Kevin Scott,3.12,2.24,39.48,1,380.0,380,380,✓,,30368,GitHub Copilot
2379,2342,-37,jcpunongbayan,JC Punongbayan,3.11,2.13,46.32,1,385.0,385,385,,,88274,GPT-4
2380,2400,20,iliekcomputers,param,3.11,1.89,64.87,1,397.0,397,397,,,3502,Claude 4
2381,2350,-31,DeveloperHarris,Harris Rothaermel,3.11,2.09,49.07,1,387.0,387,387,✓,,10575,Stable Diffusion 3
2382,2417,35,xNomadAI,xNomad AI,3.11,1.80,73.10,1,402.0,402,402,✓,,26419,Gemini 2.0 Flash
2383,2370,-13,aokikenichi,青木健一,3.11,2.02,53.49,1,390.0,390,390,,,2009,GPT-4.5
2384,2406,22,MattofLegend,Matthias,3.10,1.87,65.69,1,398.0,398,398,✓,,44477,Sora 2
2385,2394,9,ImyccTwice,🐰Imy ᴺᴬ | 🍋 IM CHERRYᴹᴱᴱᴱᴱᴱᴱ,3.10,1.91,62.36,1,396.0,396,396,,,1349,Veo 2
2386,2345,-41,quasimondo,Mario Klingemann💧💦,3.09,2.11,46.32,2,458.0,434,482,✓,,57338,"GPT-4, GPT-4"
2387,2407,20,yasancap,yasancap,3.08,1.86,65.69,2,471.5,444,499,,,1062,"Sora 2, Sora 2"
2388,2405,17,ishaangtwt,ishaan,3.08,1.87,64.87,1,398.0,398,398,✓,,323,Claude 4
2389,2401,12,yupp_ai,Yupp,3.08,1.88,63.48,2,467.0,457,477,✓,,20804,"Gemini 2.5, Gemini 2.5"
2390,2424,34,Dphenomenal_101,D'phenomenal⚡️,3.08,1.78,73.10,1,403.0,403,403,,,758,Gemini 2.0 Flash
2391,2387,-4,mhdempsey,Michael Dempsey,3.07,1.94,58.55,2,465.0,449,481,✓,,28895,"Cursor, Gemini 2.5"
2392,2410,18,Xantallavina,Xantal Llavina Aguilar,3.07,1.85,65.69,1,399.0,399,399,,,17495,Sora 2
2393,2399,6,k8lovett,Kate Lovett,3.06,1.89,62.36,1,397.0,397,397,,,5230,Veo 2
2394,2351,-43,windkive,𐔌 arya is so windsong pilled !!,3.06,2.09,46.83,1,387.0,387,387,,,130,Manus
2395,2372,-23,destroytoday,Jonnie Hallman,3.04,2.00,51.77,1,391.0,391,391,,,21678,Cursor
2396,2412,16,DevinRasche,;DEVIN,3.03,1.83,65.69,1,400.0,400,400,✓,,2929,Sora 2
2397,2404,7,glenngabe,Glenn Gabe,3.03,1.87,62.36,1,398.0,398,398,✓,,79426,Veo 2
2398,2357,-41,JCE_IC,John Edwards,3.03,2.07,46.83,1,388.0,388,388,,,7354,Manus
2399,2368,-31,murage_kibicho,אגי-e/acc,3.02,2.02,49.07,1,390.0,390,390,,,3159,Stable Diffusion 3
2400,2435,35,_chamdom_,chamdom,3.02,1.74,73.10,1,405.0,405,405,,,1980,Gemini 2.0 Flash
2401,2363,-38,DanielleFong,Danielle Fong 🔆,3.00,2.04,46.83,1,389.0,389,389,✓,,57837,Manus
2402,2373,-29,gulliver_hub,ガリバー | Discordの魔術師,2.99,2.00,49.07,1,391.0,391,391,✓,,13976,Stable Diffusion 3
2403,2420,17,cerebral_valley,Cerebral Valley,2.98,1.80,65.85,1,402.0,402,402,✓,,22846,GPT-5
2404,2421,17,ChrisCoffeeEth,Chris ☕️,2.97,1.80,65.69,1,402.0,402,402,✓,,24514,Sora 2
2405,2411,6,AltcoinRobin,Robin,2.97,1.83,62.36,1,400.0,400,400,✓,,1734,Veo 2
2406,2419,13,bubble,Bubble,2.96,1.80,64.87,1,402.0,402,402,✓,,100176,Claude 4
2407,2379,-28,RambardeKnight,Rambarde Knight,2.96,1.98,49.07,1,392.0,392,392,✓,,2312,Stable Diffusion 3
2408,2428,20,mikamiyoh,三上洋,2.95,1.78,65.69,1,403.0,403,403,✓,,53261,Sora 2
2409,2376,-33,NewstalkZB,Newstalk ZB,2.94,2.00,46.83,1,391.0,391,391,✓,,81414,Manus
2410,2427,17,Riya96Ai,Riya Ai,2.93,1.78,64.87,1,403.0,403,403,✓,,16782,Claude 4
2411,2388,-23,lukefoxjukebox,luke fox,2.92,1.93,51.77,1,395.0,395,395,,,34360,Cursor
2412,2431,19,AndroidAuth,Android Authority,2.92,1.76,65.69,1,404.0,404,404,✓,,1194607,Sora 2
2413,2418,5,Tache_,TacheメFW,2.91,1.80,62.36,1,402.0,402,402,,,770,Veo 2
2414,2432,18,xwang_lk,Xin Eric Wang @ COLM 2025,2.91,1.76,65.85,2,473.5,472,475,✓,,18708,"GPT-5, GPT-5"
2415,2380,-35,golden_norii,Nori 🇺🇦 | P5 Haight Street,2.91,1.98,46.83,1,392.0,392,392,,,628,Manus
2416,2430,14,getlindy,Lindy,2.90,1.76,64.87,1,404.0,404,404,✓,,22831,Claude 4
2417,2436,19,illyism,ILIAS ISM,2.89,1.74,65.69,1,405.0,405,405,✓,,20506,Sora 2
2418,2425,7,jasonbaldridge,Jason Baldridge,2.89,1.78,62.36,1,403.0,403,403,,,10105,Veo 2
2419,2397,-22,mikemo,Mike Mo,2.86,1.89,51.77,1,397.0,397,397,✓,,167872,Cursor
2420,2439,19,fiz03_zip,Fiz,2.86,1.72,65.69,1,406.0,406,406,,,7256,Sora 2
2421,2393,-28,tormential,TORMENTIAL,2.84,1.91,49.07,1,396.0,396,396,✓,,4167,Stable Diffusion 3
2422,2457,35,SHL0MS,𒐪,2.84,1.64,73.10,1,411.0,411,411,✓,,79292,Gemini 2.0 Flash
2423,2441,18,Shawnifee,Iseunife The First,2.83,1.71,65.85,1,407.0,407,407,✓,,154516,GPT-5
2424,2442,18,diobiyanu,DI❍B,2.83,1.71,65.69,1,407.0,407,407,✓,,3283,Sora 2
2425,2367,-58,mitsuhiko,Armin Ronacher ⇌,2.82,2.02,39.48,1,390.0,390,390,✓,,60547,GitHub Copilot
2426,2438,12,TJO_datasci,TJO,2.82,1.72,63.48,1,406.0,406,406,,,64902,Gemini 2.5
2427,2398,-29,EcogoddessB,Ecogoddess ✨️,2.81,1.89,49.07,1,397.0,397,397,✓,,6158,Stable Diffusion 3
2428,2446,18,YourFellowArab,Arab,2.80,1.69,65.69,1,408.0,408,408,✓,,248863,Sora 2
2429,2395,-34,Auralizzie,Lília 💚 XG,2.80,1.91,46.83,1,396.0,396,396,,,9003,Manus
2430,2445,15,hey_abusiddik,Abu siddik,2.79,1.69,64.87,1,408.0,408,408,✓,,16022,Claude 4
2431,2402,-29,sozo_museum,#SOZO美術館,2.79,1.87,49.07,1,398.0,398,398,✓,,3931,Stable Diffusion 3
2432,2415,-17,taira_daishiro,平大志朗,2.78,1.81,53.49,1,401.0,401,401,✓,,4164,GPT-4.5
2433,2409,-24,Jaidchen,Jaid,2.76,1.85,49.07,1,399.0,399,399,✓,,1214,Stable Diffusion 3
2434,2465,31,skydotcs,sky,2.76,1.59,73.10,1,414.0,414,414,✓,,8350,Gemini 2.0 Flash
2435,2455,20,canalCCore2,caio temer,2.75,1.66,65.69,1,410.0,410,410,✓,,60124,Sora 2
2436,2443,7,takahiroanno,安野たかひろ＠チームみらい,2.75,1.69,62.36,1,408.0,408,408,✓,,253141,Veo 2
2437,2449,12,zetablockchain,ZetaChain 🟩,2.74,1.67,63.48,1,409.0,409,409,,,1044686,Gemini 2.5
2438,2454,16,hyperbrowser,Hyperbrowser AI,2.73,1.66,64.87,1,410.0,410,410,,,2186,Claude 4
2439,2458,19,AlppIsik,Alp Işık 🔺,2.72,1.64,65.69,1,411.0,411,411,✓,,91895,Sora 2
2440,2448,8,oncepisodios,oncepisodios,2.72,1.67,62.36,1,409.0,409,409,,,13410,Veo 2
2441,2385,-56,chokudai,chokudai(高橋 直大)@AtCoder,2.71,1.94,39.48,1,394.0,394,394,✓,,63819,GitHub Copilot
2442,2408,-34,naturemethods,Nature Methods,2.71,1.85,46.32,1,399.0,399,399,,,151260,GPT-4
2443,2413,-30,shubhtuls,Shubham Tulsiani,2.70,1.81,49.07,1,401.0,401,401,,,3051,Stable Diffusion 3
2444,2463,19,PatrioticPerv,SoCal Cynic,2.69,1.62,65.69,1,412.0,412,412,,,535,Sora 2
2445,2452,7,JaredKubin,Jared L Kubin,2.69,1.66,62.36,1,410.0,410,410,✓,,14902,Veo 2
2446,2416,-30,vandaloruins,Ruins,2.68,1.80,49.07,1,402.0,402,402,✓,,5132,Stable Diffusion 3
2447,2476,29,it_skill_trend,ぽむ🐥IT雑記ブロガー📒,2.67,1.55,73.10,1,417.0,417,417,✓,,3247,Gemini 2.0 Flash
2448,2464,16,neonblueadmn,neon (not a pedophile),2.66,1.61,65.69,1,413.0,413,413,,,52,Sora 2
2449,2462,13,vixflatline,VIX,2.66,1.62,63.48,1,412.0,412,412,✓,,7358,Gemini 2.5
2450,2423,-27,Costly_eth,2️⃣2️⃣.eth | Costly.eth,2.65,1.78,49.07,1,403.0,403,403,✓,,4387,Stable Diffusion 3
2451,2483,32,ish_creative,いっしゅ / AIクリエイター,2.65,1.53,73.10,1,418.0,418,418,✓,,1671,Gemini 2.0 Flash
2452,2433,-19,peterframpton,Peter Frampton,2.64,1.74,51.77,1,405.0,405,405,,,200671,Cursor
2453,2422,-31,chrisbu03352910,📸 MR. HANGING ON IN QUIET DESPERATION...,2.62,1.79,46.83,2,473.5,455,492,,,7023,"Manus, Manus"
2454,2472,18,BanhmiBrieoche,Brie 🎃🛸🍿,2.61,1.58,65.69,1,415.0,415,415,,,3291,Sora 2
2455,2426,-29,OKU_MAYA,オクシン,2.61,1.78,46.83,1,403.0,403,403,✓,,231074,Manus
2456,2467,11,victorfowo,Emrys 🧙‍♀️🤯,2.60,1.59,63.48,1,414.0,414,414,✓,,1689,Gemini 2.5
2457,2429,-28,komorin_work,こもりん｜リモラボ代表,2.58,1.76,46.83,1,404.0,404,404,✓,,37877,Manus
2458,2495,37,WojtekKardys,Wojtek Kardyś,2.57,1.48,73.10,1,421.0,421,421,✓,,31661,Gemini 2.0 Flash
2459,2479,20,NilChristopher,Nilesh Christopher,2.56,1.55,65.85,1,417.0,417,417,✓,,5427,GPT-5
2460,2480,20,WiFiMoneyGuy,WiFi Money Guy,2.56,1.55,65.69,1,417.0,417,417,✓,,20868,Sora 2
2461,2471,10,BasedLabsAI,Based Labs AI,2.56,1.58,62.36,1,415.0,415,415,✓,,8918,Veo 2
2462,2434,-28,slpng_giants_pt,Sleeping Giants Brasil,2.55,1.74,46.32,1,405.0,405,405,✓,,549417,GPT-4
2463,2498,35,pandeyparul,Parul Pandey,2.54,1.47,73.10,1,422.0,422,422,✓,,8817,Gemini 2.0 Flash
2464,2486,22,jeffteper,Jeff Teper,2.54,1.53,65.85,1,418.0,418,418,✓,,42010,GPT-5
2465,2487,22,Waltmann13,🪓Fridayman13🪓 (🎂 B-DAY!!!),2.53,1.53,65.69,1,418.0,418,418,,,3982,Sora 2
2466,2437,-29,Stakof,Rumail Abbas,2.52,1.72,46.32,1,406.0,406,406,,,119620,GPT-4
2467,2504,37,martin_casado,martin_casado,2.52,1.46,73.10,1,423.0,423,423,✓,,69725,Gemini 2.0 Flash
2468,2451,-17,cory,Cory Levy,2.52,1.66,51.77,1,410.0,410,410,✓,,35388,Cursor
2469,2490,21,TweetsAzaan1,Shehzi,2.51,1.51,65.69,1,419.0,419,419,✓,,3840,Sora 2
2470,2477,7,jiggacapital,JC,2.51,1.55,62.36,1,417.0,417,417,✓,,5295,Veo 2
2471,2440,-31,fumolanding,fumo7,2.51,1.71,46.83,1,407.0,407,407,,,2942,Manus
2472,2509,37,sundeep,sunny madra,2.49,1.44,73.10,1,424.0,424,424,✓,,32668,Gemini 2.0 Flash
2473,2460,-13,ariaurelium,aurelium /ɔˈreːliəm/,2.49,1.62,53.49,1,412.0,412,412,✓,,701,GPT-4.5
2474,2456,-18,manfightdragon,Lance McDonald,2.49,1.64,51.77,1,411.0,411,411,,,76644,Cursor
2475,2493,18,ai_shinobix,"しのび＠AI副業で1,000万",2.48,1.50,65.69,1,420.0,420,420,✓,,735,Sora 2
2476,2484,8,Totemko,matthieu lorrain,2.48,1.53,62.36,1,418.0,418,418,✓,,3103,Veo 2
2477,2444,-33,StefArmbruster,Stefan Armbruster,2.48,1.69,46.83,1,408.0,408,408,,,8087,Manus
2478,2491,13,HeyNayeem,Nayeem Sheikh,2.48,1.50,64.87,2,489.5,481,498,✓,,64068,"Claude 4, Claude 4"
2479,2489,10,pthread_t,びゃね,2.48,1.51,63.48,1,419.0,419,419,✓,,1614,Gemini 2.5
2480,2514,34,persona_creator,persona,2.47,1.43,73.10,1,425.0,425,425,✓,,6704,Gemini 2.0 Flash
2481,2492,11,ctatedev,Chris Tate,2.45,1.50,63.48,1,420.0,420,420,✓,,18259,Gemini 2.5
2482,2447,-35,DFINITYDev,DFINITY Developers ∞,2.45,1.67,46.32,1,409.0,409,409,✓,,31929,GPT-4
2483,2519,36,nodenodenode1,ジャバ・ザ・ハットリ🇩🇪←🇸🇬←🇯🇵,2.44,1.41,73.10,1,426.0,426,426,✓,,39389,Gemini 2.0 Flash
2484,2501,17,lilyofashwood,ephemeow,2.44,1.47,65.85,1,422.0,422,422,,,5838,GPT-5
2485,2502,17,grundstromleo,Leo Grundström,2.44,1.47,65.69,1,422.0,422,422,✓,,27497,Sora 2
2486,2453,-33,gavreilly,Gavan Reilly,2.43,1.66,46.83,1,410.0,410,410,✓,,239857,Manus
2487,2500,13,george__wing,George Wing,2.42,1.47,64.87,1,422.0,422,422,✓,,139,Claude 4
2488,2526,38,nagatada,ＴＥＦ(ちーむえたにてぃふぃーるど),2.42,1.40,73.10,1,427.0,427,427,,,2437,Gemini 2.0 Flash
2489,2459,-30,krizdabz,Kristaps Skutelis,2.40,1.63,46.83,2,481.5,469,494,✓,,23708,"Manus, Manus"
2490,2507,17,rsraisul_islam,Raisul Islam,2.40,1.46,64.87,1,423.0,423,423,✓,,10512,Claude 4
2491,2530,39,VuHung0107,Vu_Hung,2.40,1.38,73.10,1,428.0,428,428,✓,,5554,Gemini 2.0 Flash
2492,2473,-19,appleApple721,永妻優一｜脚本家,2.40,1.56,53.49,1,416.0,416,416,✓,,8588,GPT-4.5
2493,2469,-24,TryMetafy,Metafy,2.39,1.58,51.77,1,415.0,415,415,✓,,24131,Cursor
2494,2513,19,SMariohero,Super MarioHero,2.39,1.44,65.69,1,424.0,424,424,,,2622,Sora 2
2495,2461,-34,mmcgowan,Michael McGowan,2.39,1.62,46.83,1,412.0,412,412,,,7997,Manus
2496,2512,16,WildCat_io,Mike Chong,2.38,1.44,64.87,1,424.0,424,424,✓,,4382,Claude 4
2497,2537,40,phuctm97,Minh-Phuc Tran,2.37,1.37,73.10,1,429.0,429,429,✓,,43925,Gemini 2.0 Flash
2498,2475,-23,jessfraz,Jessie Frazelle,2.37,1.56,51.77,2,486.0,475,497,✓,,130678,"Cursor, Cursor"
2499,2516,17,johnsavage_eth,John Savage,2.36,1.43,65.69,1,425.0,425,425,✓,,16641,Sora 2
2500,2505,5,piyo_bite,ぴよ@高単価マネタイズの専門家,2.36,1.46,62.36,1,423.0,423,423,✓,,908,Veo 2
2501,2524,23,TheJasonRink,Jason Rink,2.34,1.41,65.69,1,426.0,426,426,✓,,6448,Sora 2
2502,2510,8,maestrosill,Martin Jurica ​ ​ ​ 🐕,2.34,1.44,62.36,1,424.0,424,424,,,20674,Veo 2
2503,2466,-37,WasimZahid,Dr Wasim Zahid,2.34,1.59,46.83,1,414.0,414,414,,,73252,Manus
2504,2450,-54,TDataScience,Towards Data Science,2.33,1.67,39.48,2,480.0,462,498,✓,,245019,"GitHub Copilot, GitHub Copilot"
2505,2548,43,blizaine,Blaine Brown,2.33,1.34,73.10,1,431.0,431,431,✓,,15734,Gemini 2.0 Flash
2506,2481,-25,austin_rief,Austin Rief ☕️,2.32,1.53,51.77,1,418.0,418,418,✓,,156370,Cursor
2507,2529,22,TonchiCrusaders,👁‍🗨でいがん（泥眼）,2.32,1.40,65.69,1,427.0,427,427,,,2030,Sora 2
2508,2523,15,deanwball,Dean W. Ball,2.31,1.41,63.48,1,426.0,426,426,✓,,14982,Gemini 2.5
2509,2470,-39,TAIRAMASAAKI,平将明（たいらまさあき/Taira Masaaki）,2.31,1.58,46.32,1,415.0,415,415,✓,,116119,GPT-4
2510,2528,18,liminal_bardo,ᄂIMIПΛᄂbardo,2.31,1.40,64.87,1,427.0,427,427,✓,,8353,Claude 4
2511,2533,22,steipete,Peter Steinberger,2.30,1.38,65.85,1,428.0,428,428,✓,,46072,GPT-5
2512,2534,22,MatthewSabia,Matthew Sabia,2.29,1.38,65.69,1,428.0,428,428,✓,,92972,Sora 2
2513,2520,7,droid254,Droid,2.29,1.41,62.36,1,426.0,426,426,,,351038,Veo 2
2514,2474,-40,PoisonOfChoice,Reah,2.29,1.56,46.83,1,416.0,416,416,,,5515,Manus
2515,2552,37,piotreksol,piotrek,2.28,1.32,73.10,1,433.0,433,433,✓,,11885,Gemini 2.0 Flash
2516,2541,25,lollo78657105,Lollo7865,2.27,1.37,65.69,1,429.0,429,429,,,26,Sora 2
